accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
6999,Bangalore,Karnataka,12.839113,77.485607,15-11-2024,07:00,7,Friday,0,rural,5,0,fog,low,34,high,distraction,minor,3,1,0,None,0.65
7000,Bangalore,Karnataka,13.15327,77.789711,20-06-2024,04:00,4,Thursday,0,urban,2,1,rain,low,39,low,distraction,major,2,0,0,None,0.45
7001,Chennai,Tamil Nadu,12.854975,80.142989,21-07-2023,12:00,12,Friday,0,rural,5,1,rain,medium,37,high,poor road,major,2,2,0,None,0.45
7002,Pune,Maharashtra,18.511459,73.790192,17-12-2022,04:00,4,Saturday,1,urban,2,0,rain,medium,19,low,poor road,minor,5,1,0,None,0.25
7003,Delhi,Delhi,28.585696,76.901755,03-12-2022,08:00,8,Saturday,1,highway,6,0,rain,low,17,high,poor road,fatal,1,1,1,None,1
7004,Kolkata,West Bengal,22.576257,88.264422,05-12-2023,14:00,14,Tuesday,0,urban,2,1,fog,low,16,low,distraction,major,2,0,0,None,0.45
7005,Delhi,Delhi,28.688458,76.819192,02-07-2023,00:00,0,Sunday,1,urban,6,0,fog,low,26,high,poor road,major,1,1,0,None,0.65
7006,Kolkata,West Bengal,22.438213,88.475929,28-10-2022,19:00,19,Friday,0,urban,3,0,rain,medium,24,high,weather,minor,1,0,1,None,0.6
7007,Delhi,Delhi,28.638288,77.2949,20-08-2022,23:00,23,Saturday,1,highway,4,1,clear,high,32,medium,overspeeding,fatal,4,4,0,None,0.3
7008,Pune,Maharashtra,18.573301,73.947213,02-09-2022,02:00,2,Friday,0,rural,3,0,rain,low,39,low,drunk driving,minor,2,2,0,None,0.45
7009,Delhi,Delhi,28.569594,77.099851,03-06-2024,08:00,8,Monday,0,urban,5,0,rain,medium,34,medium,weather,major,1,0,1,None,0.4
7010,Chennai,Tamil Nadu,13.06439,80.236755,12-08-2023,01:00,1,Saturday,1,rural,2,1,fog,low,23,low,drunk driving,major,2,1,0,None,0.45
7011,Bangalore,Karnataka,13.113053,77.500373,19-03-2023,18:00,18,Sunday,1,rural,3,1,rain,low,19,high,weather,major,2,0,1,None,0.8
7012,Hyderabad,Telangana,17.226711,78.312852,07-09-2022,16:00,16,Wednesday,0,highway,5,0,clear,high,24,low,overspeeding,minor,2,0,0,None,0.1
7013,Kolkata,West Bengal,22.548243,88.343009,24-09-2023,09:00,9,Sunday,1,highway,3,0,rain,medium,23,high,poor road,major,5,5,1,None,0.6
7014,Chennai,Tamil Nadu,13.168757,80.164926,22-12-2024,23:00,23,Sunday,1,rural,5,1,clear,high,39,low,overspeeding,fatal,1,1,0,None,0.3
7015,Bangalore,Karnataka,13.187822,77.747417,01-11-2023,12:00,12,Wednesday,0,rural,1,0,rain,low,28,low,weather,fatal,1,1,0,None,0.65
7016,Chennai,Tamil Nadu,12.812753,80.191619,29-12-2022,11:00,11,Thursday,0,urban,1,1,fog,low,29,high,overspeeding,minor,5,4,0,None,0.65
7017,Chennai,Tamil Nadu,12.904113,80.144893,13-04-2025,04:00,4,Sunday,1,rural,2,1,rain,low,19,low,overspeeding,fatal,3,3,0,None,0.65
7018,Hyderabad,Telangana,17.540737,78.437014,08-08-2024,11:00,11,Thursday,0,urban,3,0,clear,high,18,medium,overspeeding,minor,4,1,0,None,0.1
7019,Bangalore,Karnataka,12.861075,77.685992,21-08-2023,02:00,2,Monday,0,highway,2,0,fog,low,28,low,drunk driving,minor,2,0,0,None,0.45
7020,Chennai,Tamil Nadu,12.824304,80.231344,25-09-2023,07:00,7,Monday,0,highway,2,1,fog,low,38,high,poor road,minor,1,0,0,None,0.65
7021,Chandigarh,Punjab,30.742558,76.845542,10-01-2024,13:00,13,Wednesday,0,urban,3,0,clear,high,15,high,drunk driving,minor,1,1,0,None,0.3
7022,Chennai,Tamil Nadu,12.889997,80.161407,17-04-2024,17:00,17,Wednesday,0,rural,3,0,rain,low,38,high,distraction,minor,3,3,1,None,0.8
7023,Mumbai,Maharashtra,18.911994,72.851559,16-12-2022,20:00,20,Friday,0,rural,5,0,clear,high,27,low,overspeeding,major,4,2,0,None,0.1
7024,Mumbai,Maharashtra,19.196408,72.7977,04-07-2022,17:00,17,Monday,0,urban,4,0,fog,low,36,high,drunk driving,major,1,0,1,None,0.8
7025,Chennai,Tamil Nadu,12.838996,80.122011,29-08-2024,00:00,0,Thursday,0,rural,2,1,fog,low,21,low,distraction,minor,1,0,0,None,0.45
7026,Mumbai,Maharashtra,19.059723,72.753541,23-11-2022,02:00,2,Wednesday,0,highway,2,1,clear,high,37,high,poor road,major,3,1,0,None,0.3
7027,Pune,Maharashtra,18.457723,73.934648,05-01-2022,02:00,2,Wednesday,0,urban,3,1,rain,medium,16,low,drunk driving,fatal,4,4,0,None,0.45
7028,Mumbai,Maharashtra,18.985935,72.838538,07-12-2024,16:00,16,Saturday,1,rural,1,1,clear,high,30,medium,distraction,minor,2,0,0,None,0.1
7029,Delhi,Delhi,28.400527,77.154691,25-10-2024,01:00,1,Friday,0,highway,2,1,rain,medium,15,low,distraction,minor,2,2,0,None,0.25
7030,Kolkata,West Bengal,22.679776,88.229787,31-05-2023,14:00,14,Wednesday,0,rural,2,0,fog,low,16,high,weather,minor,5,2,0,None,0.65
7031,Mumbai,Maharashtra,18.846149,72.761577,16-12-2022,01:00,1,Friday,0,urban,5,0,clear,high,31,low,distraction,fatal,4,4,0,None,0.3
7032,Pune,Maharashtra,18.551958,73.843701,22-09-2023,22:00,22,Friday,0,urban,1,0,clear,high,32,medium,distraction,minor,3,0,0,None,0.1
7033,Pune,Maharashtra,18.581744,73.784146,16-02-2022,11:00,11,Wednesday,0,highway,5,1,clear,high,20,medium,poor road,minor,5,1,0,None,0.1
7034,Delhi,Delhi,28.832773,77.006717,16-01-2024,08:00,8,Tuesday,0,highway,5,0,fog,low,29,high,overspeeding,minor,1,0,1,None,0.8
7035,Mumbai,Maharashtra,19.113078,72.830184,10-01-2025,19:00,19,Friday,0,urban,2,1,clear,high,17,high,poor road,fatal,2,2,1,None,0.65
7036,Delhi,Delhi,28.584264,76.854092,24-12-2024,12:00,12,Tuesday,0,rural,4,0,fog,low,38,medium,drunk driving,minor,2,2,0,None,0.45
7037,Pune,Maharashtra,18.469706,73.960271,13-01-2025,05:00,5,Monday,0,highway,3,0,fog,low,20,low,distraction,major,4,2,0,None,0.45
7038,Kolkata,West Bengal,22.562865,88.321393,09-02-2022,11:00,11,Wednesday,0,urban,3,0,clear,high,25,medium,distraction,minor,3,0,0,None,0.1
7039,Bangalore,Karnataka,13.04635,77.415846,20-10-2023,20:00,20,Friday,0,urban,5,1,fog,low,34,medium,overspeeding,minor,3,3,0,None,0.45
7040,Hyderabad,Telangana,17.5011,78.455451,26-03-2022,06:00,6,Saturday,1,highway,4,1,clear,high,16,high,weather,minor,2,0,0,None,0.3
7041,Chandigarh,Punjab,30.786332,76.770931,14-03-2022,21:00,21,Monday,0,rural,2,0,clear,high,15,medium,overspeeding,minor,5,4,0,None,0.1
7042,Hyderabad,Telangana,17.264592,78.306798,18-02-2024,14:00,14,Sunday,1,urban,3,1,fog,low,29,high,overspeeding,minor,5,2,0,None,0.65
7043,Kolkata,West Bengal,22.608494,88.22853,20-09-2024,22:00,22,Friday,0,rural,3,1,rain,low,24,high,poor road,minor,1,1,0,None,0.65
7044,Delhi,Delhi,28.495753,77.28214,03-06-2023,00:00,0,Saturday,1,rural,1,0,fog,low,37,medium,poor road,minor,1,1,0,None,0.45
7045,Delhi,Delhi,28.814474,77.161378,06-04-2023,19:00,19,Thursday,0,urban,4,1,clear,high,29,high,distraction,major,1,0,1,None,0.45
7046,Pune,Maharashtra,18.638786,73.769606,21-06-2024,04:00,4,Friday,0,rural,1,0,fog,low,19,medium,weather,major,5,1,0,None,0.45
7047,Chennai,Tamil Nadu,13.16345,80.183127,29-05-2022,04:00,4,Sunday,1,highway,6,0,rain,medium,28,low,drunk driving,fatal,4,4,0,None,0.45
7048,Pune,Maharashtra,18.435342,73.863751,27-04-2024,05:00,5,Saturday,1,rural,5,0,rain,low,32,medium,overspeeding,minor,4,2,0,None,0.45
7049,Hyderabad,Telangana,17.569571,78.567603,06-01-2023,18:00,18,Friday,0,urban,1,0,clear,high,39,high,distraction,minor,1,1,1,None,0.45
7050,Chennai,Tamil Nadu,12.957,80.144806,16-01-2023,23:00,23,Monday,0,rural,1,0,clear,high,16,low,overspeeding,major,2,2,0,None,0.1
7051,Hyderabad,Telangana,17.301125,78.321263,01-08-2023,20:00,20,Tuesday,0,highway,3,0,rain,medium,28,low,distraction,minor,2,2,0,None,0.25
7052,Kolkata,West Bengal,22.409519,88.412897,03-04-2025,13:00,13,Thursday,0,highway,6,1,clear,high,16,medium,weather,minor,3,2,0,None,0.1
7053,Delhi,Delhi,28.815947,77.147118,11-11-2022,09:00,9,Friday,0,highway,3,0,rain,low,25,medium,distraction,minor,3,2,1,None,0.6
7054,Pune,Maharashtra,18.468532,73.925377,02-09-2022,23:00,23,Friday,0,highway,3,1,fog,low,26,medium,distraction,major,4,0,0,None,0.45
7055,Pune,Maharashtra,18.673111,73.77523,06-04-2024,12:00,12,Saturday,1,rural,5,0,rain,low,34,medium,overspeeding,minor,3,1,0,None,0.45
7056,Chandigarh,Punjab,30.782327,76.762885,25-11-2022,11:00,11,Friday,0,urban,3,1,rain,low,31,high,weather,minor,3,1,0,None,0.65
7057,Chandigarh,Punjab,30.601742,76.737848,11-03-2025,16:00,16,Tuesday,0,highway,4,0,rain,low,23,low,drunk driving,minor,4,4,0,None,0.45
7058,Chennai,Tamil Nadu,13.124228,80.203327,19-08-2023,03:00,3,Saturday,1,urban,5,1,rain,medium,22,low,overspeeding,fatal,1,1,0,None,0.45
7059,Bangalore,Karnataka,13.064293,77.641857,10-10-2022,03:00,3,Monday,0,urban,4,1,rain,low,25,low,distraction,minor,3,1,0,None,0.45
7060,Delhi,Delhi,28.405334,77.291254,21-01-2024,00:00,0,Sunday,1,urban,2,1,fog,low,27,low,overspeeding,fatal,5,5,0,None,0.65
7061,Kolkata,West Bengal,22.490999,88.494939,31-07-2023,05:00,5,Monday,0,urban,5,0,clear,high,34,low,drunk driving,minor,5,1,0,None,0.1
7062,Pune,Maharashtra,18.475975,73.905961,27-11-2023,14:00,14,Monday,0,urban,3,0,clear,high,30,low,weather,minor,5,3,0,None,0.1
7063,Mumbai,Maharashtra,18.904963,72.755393,21-02-2023,11:00,11,Tuesday,0,urban,4,0,fog,low,17,high,poor road,minor,5,0,0,None,0.65
7064,Chandigarh,Punjab,30.641079,76.701616,26-12-2023,03:00,3,Tuesday,0,rural,5,0,clear,high,24,low,drunk driving,minor,1,1,0,None,0.1
7065,Pune,Maharashtra,18.45307,73.809565,01-06-2024,08:00,8,Saturday,1,urban,4,1,rain,low,38,medium,overspeeding,minor,1,0,1,None,0.6
7066,Kolkata,West Bengal,22.669655,88.304302,24-01-2025,16:00,16,Friday,0,highway,3,0,clear,high,23,medium,distraction,major,2,2,0,None,0.1
7067,Delhi,Delhi,28.61887,76.965561,26-06-2024,17:00,17,Wednesday,0,urban,3,0,fog,low,35,high,poor road,minor,2,2,1,None,0.8
7068,Kolkata,West Bengal,22.498452,88.475685,21-02-2024,23:00,23,Wednesday,0,rural,5,0,clear,high,22,high,weather,minor,5,3,0,None,0.3
7069,Delhi,Delhi,28.535088,77.038905,12-07-2022,11:00,11,Tuesday,0,highway,3,0,clear,high,25,high,drunk driving,minor,2,0,0,None,0.3
7070,Kolkata,West Bengal,22.533952,88.277702,23-02-2023,03:00,3,Thursday,0,urban,1,1,clear,high,38,medium,weather,minor,5,3,0,None,0.1
7071,Chandigarh,Punjab,30.689996,76.768107,19-03-2024,16:00,16,Tuesday,0,highway,2,0,rain,low,35,low,distraction,major,5,5,0,None,0.45
7072,Chennai,Tamil Nadu,12.904834,80.288228,21-03-2023,14:00,14,Tuesday,0,rural,3,0,rain,medium,23,low,drunk driving,minor,5,3,0,None,0.25
7073,Delhi,Delhi,28.474787,77.157538,29-06-2024,21:00,21,Saturday,1,highway,5,1,rain,medium,19,low,distraction,minor,5,5,0,None,0.25
7074,Bangalore,Karnataka,13.028042,77.653515,15-08-2022,16:00,16,Monday,0,urban,5,1,clear,high,18,high,distraction,minor,3,3,0,None,0.3
7075,Mumbai,Maharashtra,19.042558,72.840392,25-02-2025,00:00,0,Tuesday,0,urban,3,1,fog,low,19,low,weather,major,2,2,0,None,0.45
7076,Mumbai,Maharashtra,19.145357,72.916565,16-11-2022,18:00,18,Wednesday,0,rural,1,0,fog,low,29,high,weather,fatal,1,1,1,None,1
7077,Delhi,Delhi,28.459244,77.260155,17-01-2025,09:00,9,Friday,0,rural,5,1,rain,low,29,high,weather,minor,1,0,1,None,0.8
7078,Bangalore,Karnataka,12.862,77.795912,23-07-2022,20:00,20,Saturday,1,rural,3,0,clear,high,40,low,overspeeding,minor,3,3,0,None,0.1
7079,Pune,Maharashtra,18.527278,73.951703,25-07-2024,08:00,8,Thursday,0,urban,4,1,rain,medium,32,high,weather,minor,5,0,1,None,0.6
7080,Mumbai,Maharashtra,18.844466,72.824431,28-11-2022,02:00,2,Monday,0,highway,1,0,clear,high,40,low,distraction,minor,1,0,0,None,0.1
7081,Pune,Maharashtra,18.450829,73.815524,29-11-2022,22:00,22,Tuesday,0,rural,5,1,rain,medium,17,low,distraction,minor,2,2,0,None,0.25
7082,Pune,Maharashtra,18.549393,73.736494,26-03-2022,12:00,12,Saturday,1,rural,6,0,rain,low,20,medium,distraction,minor,3,2,0,None,0.45
7083,Mumbai,Maharashtra,19.296604,72.873457,07-03-2024,15:00,15,Thursday,0,urban,4,0,clear,high,19,medium,drunk driving,minor,3,0,0,None,0.1
7084,Kolkata,West Bengal,22.690957,88.397998,21-04-2024,10:00,10,Sunday,1,rural,5,1,clear,high,33,high,poor road,minor,2,1,1,None,0.45
7085,Hyderabad,Telangana,17.281872,78.578391,15-02-2025,12:00,12,Saturday,1,rural,5,0,fog,low,21,high,drunk driving,fatal,1,1,0,None,0.85
7086,Kolkata,West Bengal,22.555518,88.337499,10-01-2024,20:00,20,Wednesday,0,rural,1,1,clear,high,17,high,poor road,minor,3,3,0,None,0.3
7087,Mumbai,Maharashtra,18.961278,72.747799,17-01-2024,02:00,2,Wednesday,0,rural,5,0,clear,high,16,medium,poor road,major,1,0,0,None,0.1
7088,Pune,Maharashtra,18.684497,73.966551,20-03-2025,14:00,14,Thursday,0,rural,1,0,clear,high,40,high,distraction,minor,2,2,0,None,0.3
7089,Delhi,Delhi,28.431166,76.833364,22-12-2022,23:00,23,Thursday,0,urban,2,1,fog,low,25,high,weather,minor,2,2,0,None,0.65
7090,Kolkata,West Bengal,22.519947,88.204981,22-09-2024,22:00,22,Sunday,1,highway,2,0,rain,low,25,low,distraction,minor,3,0,0,None,0.45
7091,Chandigarh,Punjab,30.781803,76.72636,13-08-2022,16:00,16,Saturday,1,rural,5,1,clear,high,15,low,distraction,minor,5,1,0,None,0.1
7092,Mumbai,Maharashtra,18.939194,72.926374,04-01-2025,07:00,7,Saturday,1,rural,3,1,fog,low,31,low,overspeeding,major,4,2,0,None,0.45
7093,Kolkata,West Bengal,22.699551,88.426448,27-05-2024,06:00,6,Monday,0,highway,2,1,rain,medium,15,medium,drunk driving,fatal,5,5,0,None,0.45
7094,Pune,Maharashtra,18.400918,73.958952,04-06-2022,05:00,5,Saturday,1,urban,6,0,rain,low,18,high,weather,minor,1,1,0,None,0.65
7095,Hyderabad,Telangana,17.513626,78.517006,01-06-2024,21:00,21,Saturday,1,rural,6,1,fog,low,35,low,drunk driving,minor,3,1,0,None,0.45
7096,Chennai,Tamil Nadu,12.977456,80.259942,01-08-2022,12:00,12,Monday,0,rural,5,0,clear,high,17,low,distraction,minor,1,1,0,None,0.1
7097,Bangalore,Karnataka,13.145762,77.571723,09-01-2022,20:00,20,Sunday,1,rural,5,0,rain,medium,32,low,overspeeding,minor,5,3,0,None,0.25
7098,Pune,Maharashtra,18.468358,73.906306,27-05-2023,06:00,6,Saturday,1,urban,5,0,clear,high,22,low,drunk driving,major,2,1,0,None,0.1
7099,Delhi,Delhi,28.463418,76.810812,05-05-2024,04:00,4,Sunday,1,highway,1,0,rain,low,15,low,overspeeding,major,2,1,0,None,0.45
7100,Mumbai,Maharashtra,18.827809,72.931418,29-03-2025,19:00,19,Saturday,1,rural,6,1,fog,low,29,high,weather,minor,3,3,1,None,0.8
7101,Mumbai,Maharashtra,18.818093,72.804363,27-06-2023,17:00,17,Tuesday,0,urban,4,1,rain,medium,32,medium,drunk driving,fatal,1,1,1,None,0.6
7102,Pune,Maharashtra,18.572048,73.702345,02-10-2023,12:00,12,Monday,0,highway,5,1,clear,high,29,low,weather,minor,3,0,0,None,0.1
7103,Chandigarh,Punjab,30.743529,76.862709,12-09-2023,04:00,4,Tuesday,0,urban,6,0,fog,low,30,low,distraction,fatal,2,2,0,None,0.65
7104,Chennai,Tamil Nadu,13.138602,80.197139,21-08-2024,17:00,17,Wednesday,0,urban,4,0,fog,low,27,high,weather,major,1,0,1,None,0.8
7105,Pune,Maharashtra,18.530627,73.797359,14-02-2022,15:00,15,Monday,0,highway,3,1,clear,high,16,low,distraction,fatal,3,3,0,None,0.3
7106,Delhi,Delhi,28.879785,77.209793,19-12-2022,00:00,0,Monday,0,highway,3,0,rain,medium,37,medium,distraction,minor,5,2,0,None,0.25
7107,Hyderabad,Telangana,17.579129,78.216194,16-03-2025,17:00,17,Sunday,1,highway,4,0,rain,low,33,high,poor road,minor,5,1,1,None,0.8
7108,Pune,Maharashtra,18.436607,73.968058,15-02-2024,22:00,22,Thursday,0,highway,6,1,clear,high,21,high,drunk driving,minor,5,4,0,None,0.3
7109,Mumbai,Maharashtra,19.06686,72.755885,09-09-2022,07:00,7,Friday,0,urban,3,0,clear,high,19,medium,drunk driving,minor,1,1,0,None,0.1
7110,Chandigarh,Punjab,30.675891,76.842986,09-02-2024,09:00,9,Friday,0,highway,5,0,rain,medium,15,high,overspeeding,minor,2,1,1,None,0.6
7111,Delhi,Delhi,28.572123,76.962675,01-04-2024,02:00,2,Monday,0,urban,1,0,clear,high,25,low,overspeeding,minor,3,2,0,None,0.1
7112,Bangalore,Karnataka,13.165971,77.561027,01-06-2022,11:00,11,Wednesday,0,urban,4,0,rain,low,30,low,drunk driving,minor,2,2,0,None,0.45
7113,Hyderabad,Telangana,17.402127,78.334588,04-01-2025,07:00,7,Saturday,1,rural,1,1,fog,low,16,low,drunk driving,minor,3,2,0,None,0.45
7114,Hyderabad,Telangana,17.471186,78.547025,09-09-2023,06:00,6,Saturday,1,rural,6,1,rain,medium,31,medium,drunk driving,major,4,4,0,None,0.25
7115,Chennai,Tamil Nadu,12.892278,80.159791,04-01-2023,09:00,9,Wednesday,0,rural,1,0,rain,medium,22,medium,overspeeding,minor,3,0,1,None,0.4
7116,Mumbai,Maharashtra,19.243023,72.935978,07-07-2022,16:00,16,Thursday,0,highway,4,1,fog,low,17,low,overspeeding,major,1,0,0,None,0.45
7117,Bangalore,Karnataka,13.156988,77.587453,13-03-2023,17:00,17,Monday,0,rural,1,0,rain,medium,39,high,drunk driving,major,3,0,1,None,0.6
7118,Chandigarh,Punjab,30.723022,76.859536,05-07-2023,20:00,20,Wednesday,0,highway,5,0,fog,low,22,high,weather,major,2,1,0,None,0.65
7119,Hyderabad,Telangana,17.489866,78.506462,03-02-2023,01:00,1,Friday,0,highway,4,1,fog,low,26,low,overspeeding,fatal,2,2,0,None,0.65
7120,Chandigarh,Punjab,30.637876,76.799024,09-09-2024,16:00,16,Monday,0,highway,2,0,fog,low,36,medium,distraction,minor,5,3,0,None,0.45
7121,Mumbai,Maharashtra,19.115346,72.959463,10-05-2022,04:00,4,Tuesday,0,urban,5,0,clear,high,25,low,distraction,major,3,3,0,None,0.1
7122,Chennai,Tamil Nadu,12.809452,80.29079,07-01-2025,08:00,8,Tuesday,0,urban,3,0,rain,medium,22,high,weather,major,3,0,1,None,0.6
7123,Delhi,Delhi,28.847766,77.163614,10-10-2023,19:00,19,Tuesday,0,urban,4,0,rain,low,32,high,poor road,major,2,0,1,None,0.8
7124,Kolkata,West Bengal,22.435984,88.293579,22-01-2023,18:00,18,Sunday,1,rural,1,0,clear,high,40,high,weather,minor,5,2,1,None,0.45
7125,Chandigarh,Punjab,30.70576,76.858983,12-03-2025,14:00,14,Wednesday,0,urban,6,1,clear,high,16,high,overspeeding,minor,1,1,0,None,0.3
7126,Bangalore,Karnataka,13.115896,77.537712,19-11-2024,11:00,11,Tuesday,0,urban,6,1,clear,high,30,high,drunk driving,major,2,0,0,None,0.3
7127,Chennai,Tamil Nadu,12.882826,80.13918,11-06-2024,00:00,0,Tuesday,0,rural,5,0,clear,high,28,low,drunk driving,major,1,1,0,None,0.1
7128,Chandigarh,Punjab,30.645743,76.847991,23-02-2024,23:00,23,Friday,0,rural,5,1,rain,low,28,high,poor road,minor,1,1,0,None,0.65
7129,Hyderabad,Telangana,17.393693,78.437823,07-08-2024,02:00,2,Wednesday,0,rural,6,1,clear,high,31,low,distraction,minor,3,3,0,None,0.1
7130,Kolkata,West Bengal,22.618878,88.366397,16-10-2024,18:00,18,Wednesday,0,rural,6,0,clear,high,18,medium,weather,major,5,4,1,None,0.25
7131,Chennai,Tamil Nadu,12.814463,80.272871,09-07-2022,22:00,22,Saturday,1,urban,5,1,clear,high,27,low,distraction,minor,5,0,0,None,0.1
7132,Bangalore,Karnataka,12.929303,77.592485,19-11-2023,22:00,22,Sunday,1,urban,1,1,rain,medium,35,medium,weather,minor,3,1,0,None,0.25
7133,Pune,Maharashtra,18.491976,73.761375,10-05-2024,12:00,12,Friday,0,urban,5,1,clear,high,35,medium,weather,fatal,5,5,0,None,0.3
7134,Mumbai,Maharashtra,19.233777,72.946697,17-02-2025,09:00,9,Monday,0,highway,6,0,fog,low,26,high,drunk driving,minor,4,3,1,None,0.8
7135,Delhi,Delhi,28.666536,76.868358,10-04-2022,02:00,2,Sunday,1,rural,2,0,rain,low,15,low,weather,minor,2,0,0,None,0.45
7136,Bangalore,Karnataka,12.921142,77.4653,27-08-2024,07:00,7,Tuesday,0,rural,3,0,clear,high,18,high,poor road,fatal,2,2,0,None,0.5
7137,Chennai,Tamil Nadu,12.986297,80.109566,19-05-2022,18:00,18,Thursday,0,rural,2,0,rain,medium,31,high,overspeeding,minor,2,0,1,None,0.6
7138,Chennai,Tamil Nadu,12.906044,80.187186,24-07-2022,21:00,21,Sunday,1,highway,4,0,fog,low,25,medium,distraction,minor,3,2,0,None,0.45
7139,Kolkata,West Bengal,22.482278,88.395216,08-03-2025,14:00,14,Saturday,1,urban,5,0,fog,low,31,high,weather,minor,2,2,0,None,0.65
7140,Pune,Maharashtra,18.493221,73.876801,01-07-2022,17:00,17,Friday,0,highway,1,1,fog,low,25,high,weather,minor,2,2,1,None,0.8
7141,Kolkata,West Bengal,22.647791,88.311917,07-01-2022,12:00,12,Friday,0,urban,4,1,rain,medium,22,high,distraction,fatal,1,1,0,None,0.65
7142,Chennai,Tamil Nadu,12.955207,80.154385,24-02-2023,05:00,5,Friday,0,urban,2,1,fog,low,36,high,weather,major,1,0,0,None,0.65
7143,Pune,Maharashtra,18.614747,73.777252,08-06-2023,22:00,22,Thursday,0,rural,2,1,rain,medium,15,low,drunk driving,major,1,1,0,None,0.25
7144,Kolkata,West Bengal,22.4563,88.434516,13-03-2023,02:00,2,Monday,0,rural,5,1,fog,low,34,low,weather,minor,4,2,0,None,0.45
7145,Mumbai,Maharashtra,19.114842,72.754577,06-11-2024,12:00,12,Wednesday,0,rural,5,0,rain,low,27,medium,weather,minor,4,3,0,None,0.45
7146,Chandigarh,Punjab,30.707459,76.752175,24-09-2022,05:00,5,Saturday,1,highway,1,0,rain,medium,15,high,drunk driving,minor,4,4,0,None,0.45
7147,Chennai,Tamil Nadu,13.158059,80.111982,24-02-2025,06:00,6,Monday,0,urban,3,1,rain,low,40,medium,poor road,minor,5,2,0,None,0.45
7148,Chandigarh,Punjab,30.631072,76.783088,02-04-2023,02:00,2,Sunday,1,rural,1,1,rain,low,21,low,weather,major,3,0,0,None,0.45
7149,Mumbai,Maharashtra,19.227747,72.795557,24-07-2024,19:00,19,Wednesday,0,highway,5,0,rain,medium,18,medium,distraction,minor,1,1,1,None,0.4
7150,Chennai,Tamil Nadu,12.829092,80.111005,22-05-2024,20:00,20,Wednesday,0,rural,2,1,clear,high,30,medium,overspeeding,fatal,4,4,0,None,0.3
7151,Delhi,Delhi,28.585416,77.231318,29-04-2023,05:00,5,Saturday,1,urban,4,0,rain,low,18,low,overspeeding,minor,1,0,0,None,0.45
7152,Kolkata,West Bengal,22.636536,88.309581,24-04-2023,12:00,12,Monday,0,urban,4,1,rain,low,34,high,distraction,minor,5,2,0,None,0.65
7153,Bangalore,Karnataka,12.918181,77.700297,08-04-2025,13:00,13,Tuesday,0,rural,1,1,clear,high,18,low,overspeeding,minor,2,0,0,None,0.1
7154,Pune,Maharashtra,18.589369,73.804885,14-08-2023,10:00,10,Monday,0,highway,5,1,clear,high,33,medium,poor road,fatal,1,1,1,None,0.45
7155,Chandigarh,Punjab,30.711189,76.822309,18-03-2025,04:00,4,Tuesday,0,rural,3,0,fog,low,20,low,weather,minor,5,2,0,None,0.45
7156,Kolkata,West Bengal,22.537606,88.292249,07-09-2022,04:00,4,Wednesday,0,rural,1,1,rain,low,28,low,overspeeding,minor,2,0,0,None,0.45
7157,Chennai,Tamil Nadu,13.134627,80.127923,27-08-2023,16:00,16,Sunday,1,rural,2,0,fog,low,33,medium,poor road,minor,5,3,0,None,0.45
7158,Mumbai,Maharashtra,19.0321,72.71096,29-10-2024,04:00,4,Tuesday,0,urban,6,0,fog,low,38,medium,poor road,minor,4,0,0,None,0.45
7159,Hyderabad,Telangana,17.581454,78.35452,05-06-2022,13:00,13,Sunday,1,highway,6,0,fog,low,34,medium,weather,minor,3,1,0,None,0.45
7160,Mumbai,Maharashtra,19.017364,72.877759,03-05-2022,09:00,9,Tuesday,0,rural,5,0,rain,medium,23,medium,poor road,minor,1,0,1,None,0.4
7161,Bangalore,Karnataka,13.028222,77.42676,24-12-2022,23:00,23,Saturday,1,rural,2,1,fog,low,27,low,poor road,fatal,2,2,0,None,0.65
7162,Mumbai,Maharashtra,18.821505,72.807019,12-03-2022,10:00,10,Saturday,1,highway,2,1,rain,low,16,high,overspeeding,major,1,1,1,None,0.8
7163,Hyderabad,Telangana,17.430957,78.210989,30-01-2025,06:00,6,Thursday,0,rural,1,1,rain,medium,31,medium,poor road,minor,4,3,0,None,0.25
7164,Delhi,Delhi,28.535627,76.886397,02-06-2024,12:00,12,Sunday,1,urban,3,0,clear,high,21,medium,weather,minor,5,2,0,None,0.1
7165,Mumbai,Maharashtra,19.287431,72.915799,13-04-2023,03:00,3,Thursday,0,highway,3,0,rain,low,35,low,distraction,major,1,1,0,None,0.45
7166,Chennai,Tamil Nadu,13.156857,80.267444,21-11-2022,09:00,9,Monday,0,urban,1,0,rain,medium,30,high,poor road,minor,2,2,1,None,0.6
7167,Chennai,Tamil Nadu,13.057524,80.252202,23-03-2025,18:00,18,Sunday,1,urban,4,0,rain,medium,16,high,poor road,fatal,5,5,1,None,0.8
7168,Pune,Maharashtra,18.599093,73.993195,01-05-2023,14:00,14,Monday,0,highway,2,1,fog,low,26,medium,drunk driving,minor,2,1,0,None,0.45
7169,Delhi,Delhi,28.655684,76.926192,02-01-2025,05:00,5,Thursday,0,rural,4,1,clear,high,22,high,weather,major,3,0,0,None,0.3
